OrderID,RouteHub,Latitude,Longitude,Volume,Status,Reason,BaselineTime,DelayTime,DelayedTime,ETA,AltPath,FinancialImpact,OrderDate,SourceWarehouse
DLV-77179,"Siliguri, WB",26.7271,88.3953,438,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77180,"Hazaribagh, JH",23.9932,85.3622,185,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77181,"Durgapur, WB",23.5204,87.3119,282,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77182,"Dhanbad, JH",23.7957,86.4304,399,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77183,"Asansol, WB",23.674,86.952,414,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77184,"Hazaribagh, JH",23.9932,85.3622,197,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77185,"Guwahati, AS",26.1445,91.7362,172,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77186,"Dhanbad, JH",23.7957,86.4304,192,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77187,"Bhagalpur, BR",25.2425,87.0135,412,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77188,"Muzaffarpur, BR",26.1209,85.3647,296,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77189,"Durgapur, WB",23.5204,87.3119,275,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77190,"Kharagpur, WB",22.3302,87.3237,422,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77191,"Gaya, BR",24.7914,85.0002,463,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77192,"Muzaffarpur, BR",26.1209,85.3647,484,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77193,"Ranchi, JH",23.3441,85.3096,134,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77194,"Bhubaneswar, OD",20.2961,85.8245,288,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77195,"Siliguri, WB",26.7271,88.3953,480,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-03,Patna HQ DC
DLV-77154,"Kolkata, WB",22.5726,88.3639,276,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77155,"Shillong, ML",25.5788,91.8933,336,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77156,"Ranchi, JH",23.3441,85.3096,278,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77157,"Patna, BR",25.5941,85.1376,295,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77158,"Asansol, WB",23.674,86.952,194,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77159,"Cuttack, OD",20.4625,85.883,235,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77160,"Cuttack, OD",20.4625,85.883,227,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77161,"Siliguri, WB",26.7271,88.3953,111,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77162,"Siliguri, WB",26.7271,88.3953,194,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77163,"Shillong, ML",25.5788,91.8933,431,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77164,"Patna, BR",25.5941,85.1376,451,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77165,"Muzaffarpur, BR",26.1209,85.3647,321,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77166,"Siliguri, WB",26.7271,88.3953,439,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77167,"Hazaribagh, JH",23.9932,85.3622,169,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77168,"Gaya, BR",24.7914,85.0002,358,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77169,"Shillong, ML",25.5788,91.8933,367,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77170,"Guwahati, AS",26.1445,91.7362,354,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77171,"Jamshedpur, JH",22.8046,86.2029,219,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77172,"Muzaffarpur, BR",26.1209,85.3647,416,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77173,"Hazaribagh, JH",23.9932,85.3622,254,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77174,"Kharagpur, WB",22.3302,87.3237,152,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-02,Patna HQ DC
DLV-77133,"Asansol, WB",23.674,86.952,165,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77134,"Dhanbad, JH",23.7957,86.4304,242,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77135,"Asansol, WB",23.674,86.952,114,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77136,"Darbhanga, BR",26.1542,85.8918,150,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77137,"Dhanbad, JH",23.7957,86.4304,276,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77138,"Muzaffarpur, BR",26.1209,85.3647,116,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77139,"Siliguri, WB",26.7271,88.3953,217,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77140,"Darbhanga, BR",26.1542,85.8918,387,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77141,"Muzaffarpur, BR",26.1209,85.3647,102,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77142,"Siliguri, WB",26.7271,88.3953,165,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77143,"Shillong, ML",25.5788,91.8933,425,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77144,"Bhubaneswar, OD",20.2961,85.8245,430,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77145,"Durgapur, WB",23.5204,87.3119,380,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77146,"Guwahati, AS",26.1445,91.7362,481,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77147,"Dhanbad, JH",23.7957,86.4304,200,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77148,"Darbhanga, BR",26.1542,85.8918,495,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77149,"Dhanbad, JH",23.7957,86.4304,287,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77150,"Bhubaneswar, OD",20.2961,85.8245,260,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77151,"Gaya, BR",24.7914,85.0002,355,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77152,"Jamshedpur, JH",22.8046,86.2029,104,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77153,"Durgapur, WB",23.5204,87.3119,448,In Transit,Clear,,0,,On Time,Standard Routing,0,2026-06-01,Patna HQ DC
DLV-77121,"Durgapur, WB",23.5204,87.3119,236,Delivered,Light Drizzle & Standard Transit Delay,,54,,Completed,Rerouted via Bypass Route,2560,2026-05-31,Patna HQ DC
DLV-77122,"Asansol, WB",23.674,86.952,235,Delivered,Steady Rain & Standard Transit Delay,,83,,Completed,Rerouted via Bypass Route,3922,2026-05-31,Patna HQ DC
DLV-77123,"Durgapur, WB",23.5204,87.3119,283,Delivered,Light Drizzle & Standard Transit Delay,,54,,Completed,Rerouted via Bypass Route,2940,2026-05-31,Patna HQ DC
DLV-77124,"Hazaribagh, JH",23.9932,85.3622,308,Delivered,Steady Rain & Standard Transit Delay,,74,,Completed,Rerouted via Bypass Route,4307,2026-05-31,Patna HQ DC
DLV-77125,"Dhanbad, JH",23.7957,86.4304,378,Delivered,Light Drizzle & Standard Transit Delay,,51,,Completed,Rerouted via Bypass Route,3504,2026-05-31,Patna HQ DC
DLV-77126,"Durgapur, WB",23.5204,87.3119,473,Delivered,Light Drizzle & Standard Transit Delay,,54,,Completed,Rerouted via Bypass Route,4479,2026-05-31,Patna HQ DC
DLV-77127,"Shillong, ML",25.5788,91.8933,472,Delivered,Steady Rain & Standard Transit Delay,,57,,Completed,Rerouted via Bypass Route,4720,2026-05-31,Patna HQ DC
DLV-77128,"Asansol, WB",23.674,86.952,138,Delivered,Steady Rain & Standard Transit Delay,,83,,Completed,Rerouted via Bypass Route,2714,2026-05-31,Patna HQ DC
DLV-77129,"Darbhanga, BR",26.1542,85.8918,463,Delivered,Steady Rain & Standard Transit Delay,,101,,Completed,Rerouted via Bypass Route,8226,2026-05-31,Patna HQ DC
DLV-77130,"Kolkata, WB",22.5726,88.3639,193,Delivered,Light Drizzle & Standard Transit Delay,,59,,Completed,Rerouted via Bypass Route,2416,2026-05-31,Patna HQ DC
DLV-77131,"Kharagpur, WB",22.3302,87.3237,407,Delivered,Steady Rain & Standard Transit Delay,,85,,Completed,Rerouted via Bypass Route,6209,2026-05-31,Patna HQ DC
DLV-77132,"Gaya, BR",24.7914,85.0002,388,Delivered,Light Drizzle & Standard Transit Delay,,57,,Completed,Rerouted via Bypass Route,4001,2026-05-31,Patna HQ DC
DLV-77109,"Dhanbad, JH",23.7957,86.4304,465,Delivered,Light Drizzle & Standard Transit Delay,,47,,Completed,Rerouted via Bypass Route,3842,2026-05-30,Patna HQ DC
DLV-77110,"Kolkata, WB",22.5726,88.3639,307,Delivered,Steady Rain & Standard Transit Delay,,75,,Completed,Rerouted via Bypass Route,4354,2026-05-30,Patna HQ DC
DLV-77111,"Puri, OD",19.8134,85.8315,380,Delivered,Steady Rain & Standard Transit Delay,,87,,Completed,Rerouted via Bypass Route,6003,2026-05-30,Patna HQ DC
DLV-77112,"Muzaffarpur, BR",26.1209,85.3647,138,Delivered,Light Drizzle & Standard Transit Delay,,56,,Completed,Rerouted via Bypass Route,1831,2026-05-30,Patna HQ DC
DLV-77113,"Jamshedpur, JH",22.8046,86.2029,240,Delivered,Light Drizzle & Standard Transit Delay,,49,,Completed,Rerouted via Bypass Route,2352,2026-05-30,Patna HQ DC
DLV-77114,"Patna, BR",25.5941,85.1376,317,Delivered,Light Drizzle & Standard Transit Delay,,48,,Completed,Rerouted via Bypass Route,2858,2026-05-30,Patna HQ DC
DLV-77115,"Guwahati, AS",26.1445,91.7362,358,Delivered,Light Drizzle & Standard Transit Delay,,54,,Completed,Rerouted via Bypass Route,3548,2026-05-30,Patna HQ DC
DLV-77116,"Durgapur, WB",23.5204,87.3119,398,Delivered,Light Drizzle & Standard Transit Delay,,45,,Completed,Optimal Path Maintained,3226,2026-05-30,Patna HQ DC
DLV-77117,"Kolkata, WB",22.5726,88.3639,394,Delivered,Steady Rain & Standard Transit Delay,,75,,Completed,Rerouted via Bypass Route,5333,2026-05-30,Patna HQ DC
DLV-77118,"Siliguri, WB",26.7271,88.3953,368,Delivered,Torrential Downpour & Standard Transit Delay,,112,,Completed,Rerouted via Bypass Route,7526,2026-05-30,Patna HQ DC
DLV-77119,"Cuttack, OD",20.4625,85.883,271,Delivered,Steady Rain & Standard Transit Delay,,90,,Completed,Rerouted via Bypass Route,4739,2026-05-30,Patna HQ DC
DLV-77120,"Patna, BR",25.5941,85.1376,443,Delivered,Light Drizzle & Standard Transit Delay,,48,,Completed,Rerouted via Bypass Route,3766,2026-05-30,Patna HQ DC
DLV-77097,"Asansol, WB",23.674,86.952,473,Delivered,Breezy Weather & Torrential Downpour & Peak Hours Traffic Ingestion,,116,,Completed,Rerouted via Bypass Route,9622,2026-05-29,Patna HQ DC
DLV-77098,"Asansol, WB",23.674,86.952,163,Delivered,Breezy Weather & Torrential Downpour & Peak Hours Traffic Ingestion,,116,,Completed,Rerouted via Bypass Route,4228,2026-05-29,Patna HQ DC
DLV-77099,"Ranchi, JH",23.3441,85.3096,334,Delivered,Torrential Downpour & Peak Hours Traffic Ingestion,,142,,Completed,Rerouted via Bypass Route,8818,2026-05-29,Patna HQ DC
DLV-77100,"Ranchi, JH",23.3441,85.3096,125,Delivered,Torrential Downpour & Peak Hours Traffic Ingestion,,142,,Completed,Rerouted via Bypass Route,4367,2026-05-29,Patna HQ DC
DLV-77101,"Durgapur, WB",23.5204,87.3119,492,Delivered,Breezy Weather & Torrential Downpour & Standard Transit Delay,,106,,Completed,Rerouted via Bypass Route,9095,2026-05-29,Patna HQ DC
DLV-77102,"Ranchi, JH",23.3441,85.3096,374,Delivered,Torrential Downpour & Peak Hours Traffic Ingestion,,142,,Completed,Rerouted via Bypass Route,9670,2026-05-29,Patna HQ DC
DLV-77103,"Dhanbad, JH",23.7957,86.4304,238,Delivered,Torrential Downpour & Standard Transit Delay,,100,,Completed,Rerouted via Bypass Route,4770,2026-05-29,Patna HQ DC
DLV-77104,"Hazaribagh, JH",23.9932,85.3622,442,Delivered,Torrential Downpour & Peak Hours Traffic Ingestion,,125,,Completed,Rerouted via Bypass Route,9788,2026-05-29,Patna HQ DC
DLV-77105,"Kolkata, WB",22.5726,88.3639,204,Delivered,Torrential Downpour & Standard Transit Delay,,158,,Completed,Rerouted via Bypass Route,6731,2026-05-29,Patna HQ DC
DLV-77106,"Darbhanga, BR",26.1542,85.8918,364,Delivered,Breezy Weather & Torrential Downpour & Standard Transit Delay,,113,,Completed,Rerouted via Bypass Route,7526,2026-05-29,Patna HQ DC
DLV-77107,"Jamshedpur, JH",22.8046,86.2029,217,Delivered,Torrential Downpour & Standard Transit Delay,,133,,Completed,Rerouted via Bypass Route,5925,2026-05-29,Patna HQ DC
DLV-77108,"Kolkata, WB",22.5726,88.3639,161,Delivered,Torrential Downpour & Standard Transit Delay,,158,,Completed,Rerouted via Bypass Route,5712,2026-05-29,Patna HQ DC
DLV-77085,"Darbhanga, BR",26.1542,85.8918,393,Delivered,Light Drizzle & Standard Transit Delay,,70,,Completed,Rerouted via Bypass Route,4966,2026-05-28,Patna HQ DC
DLV-77086,"Shillong, ML",25.5788,91.8933,416,Delivered,Light Drizzle & Peak Hours Traffic Ingestion,,50,,Completed,Rerouted via Bypass Route,3720,2026-05-28,Patna HQ DC
DLV-77087,"Siliguri, WB",26.7271,88.3953,175,Delivered,Steady Rain & Standard Transit Delay,,76,,Completed,Rerouted via Bypass Route,2907,2026-05-28,Patna HQ DC
DLV-77088,"Siliguri, WB",26.7271,88.3953,258,Delivered,Steady Rain & Standard Transit Delay,,76,,Completed,Rerouted via Bypass Route,3853,2026-05-28,Patna HQ DC
DLV-77089,"Durgapur, WB",23.5204,87.3119,293,Delivered,Light Drizzle & Standard Transit Delay,,61,,Completed,Rerouted via Bypass Route,3413,2026-05-28,Patna HQ DC
DLV-77090,"Kolkata, WB",22.5726,88.3639,385,Delivered,Steady Rain & Standard Transit Delay,,90,,Completed,Rerouted via Bypass Route,6278,2026-05-28,Patna HQ DC
DLV-77091,"Patna, BR",25.5941,85.1376,202,Delivered,Above Normal Heat (35°C) & Windy & Standard Transit Delay,,57,,Completed,Rerouted via Bypass Route,2411,2026-05-28,Patna HQ DC
DLV-77092,"Muzaffarpur, BR",26.1209,85.3647,222,Delivered,Above Normal Heat (33°C) & Windy & Standard Transit Delay,,44,,Completed,Optimal Path Maintained,1993,2026-05-28,Patna HQ DC
DLV-77093,"Gaya, BR",24.7914,85.0002,170,Delivered,Above Normal Heat (36°C) & Windy & Standard Transit Delay,,56,,Completed,Rerouted via Bypass Route,2100,2026-05-28,Patna HQ DC
DLV-77094,"Shillong, ML",25.5788,91.8933,153,Delivered,Light Drizzle & Peak Hours Traffic Ingestion,,50,,Completed,Rerouted via Bypass Route,1748,2026-05-28,Patna HQ DC
DLV-77095,"Guwahati, AS",26.1445,91.7362,305,Delivered,Steady Rain & Standard Transit Delay,,75,,Completed,Rerouted via Bypass Route,4331,2026-05-28,Patna HQ DC
DLV-77096,"Ranchi, JH",23.3441,85.3096,272,Delivered,Light Drizzle & Peak Hours Traffic Ingestion,,83,,Completed,Rerouted via Bypass Route,4382,2026-05-28,Patna HQ DC
DLV-77073,"Shillong, ML",25.5788,91.8933,324,Delivered,Breezy Weather & Torrential Downpour & Peak Hours Traffic Ingestion,,115,,Completed,Rerouted via Bypass Route,6969,2026-05-27,Patna HQ DC
DLV-77074,"Kharagpur, WB",22.3302,87.3237,351,Delivered,Steady Rain & Standard Transit Delay,,116,,Completed,Rerouted via Bypass Route,7499,2026-05-27,Patna HQ DC
DLV-77075,"Asansol, WB",23.674,86.952,290,Delivered,Light Drizzle & Peak Hours Traffic Ingestion,,79,,Completed,Rerouted via Bypass Route,4385,2026-05-27,Patna HQ DC
DLV-77076,"Ranchi, JH",23.3441,85.3096,395,Delivered,Light Drizzle & Peak Hours Traffic Ingestion,,77,,Completed,Rerouted via Bypass Route,5486,2026-05-27,Patna HQ DC
DLV-77077,"Puri, OD",19.8134,85.8315,364,Delivered,Steady Rain & Peak Hours Traffic Ingestion,,118,,Completed,Rerouted via Bypass Route,7859,2026-05-27,Patna HQ DC
DLV-77078,"Patna, BR",25.5941,85.1376,175,Delivered,Above Normal Heat (35°C) & Windy & Standard Transit Delay,,57,,Completed,Rerouted via Bypass Route,2180,2026-05-27,Patna HQ DC
DLV-77079,"Patna, BR",25.5941,85.1376,105,Delivered,Above Normal Heat (35°C) & Windy & Standard Transit Delay,,57,,Completed,Rerouted via Bypass Route,1582,2026-05-27,Patna HQ DC
DLV-77080,"Asansol, WB",23.674,86.952,112,Delivered,Light Drizzle & Peak Hours Traffic Ingestion,,79,,Completed,Rerouted via Bypass Route,2275,2026-05-27,Patna HQ DC
DLV-77081,"Darbhanga, BR",26.1542,85.8918,232,Delivered,Steady Rain & Standard Transit Delay,,90,,Completed,Rerouted via Bypass Route,4212,2026-05-27,Patna HQ DC
DLV-77082,"Siliguri, WB",26.7271,88.3953,232,Delivered,Steady Rain & Standard Transit Delay,,63,,Completed,Rerouted via Bypass Route,2948,2026-05-27,Patna HQ DC
DLV-77083,"Cuttack, OD",20.4625,85.883,107,Delivered,Torrential Downpour & Standard Transit Delay,,147,,Completed,Rerouted via Bypass Route,4123,2026-05-27,Patna HQ DC
DLV-77084,"Siliguri, WB",26.7271,88.3953,291,Delivered,Steady Rain & Standard Transit Delay,,63,,Completed,Rerouted via Bypass Route,3506,2026-05-27,Patna HQ DC
DLV-77061,"Gaya, BR",24.7914,85.0002,324,Delivered,Above Normal Heat (39°C) & Windy & Standard Transit Delay,,65,,Completed,Rerouted via Bypass Route,3939,2026-05-26,Patna HQ DC
DLV-77062,"Dhanbad, JH",23.7957,86.4304,111,Delivered,Light Drizzle & Standard Transit Delay,,78,,Completed,Rerouted via Bypass Route,2235,2026-05-26,Patna HQ DC
DLV-77063,"Guwahati, AS",26.1445,91.7362,352,Delivered,Torrential Downpour & Standard Transit Delay,,107,,Completed,Rerouted via Bypass Route,6934,2026-05-26,Patna HQ DC
DLV-77064,"Asansol, WB",23.674,86.952,404,Delivered,Above Normal Heat (35°C) & Peak Hours Traffic Ingestion,,51,,Completed,Rerouted via Bypass Route,3703,2026-05-26,Patna HQ DC
DLV-77065,"Bhubaneswar, OD",20.2961,85.8245,181,Delivered,Above Normal Heat (38°C) & Windy & Standard Transit Delay,,66,,Completed,Rerouted via Bypass Route,2584,2026-05-26,Patna HQ DC
DLV-77066,"Durgapur, WB",23.5204,87.3119,276,Delivered,Light Drizzle & Standard Transit Delay,,67,,Completed,Rerouted via Bypass Route,3578,2026-05-26,Patna HQ DC
DLV-77067,"Gaya, BR",24.7914,85.0002,474,Delivered,Above Normal Heat (39°C) & Windy & Standard Transit Delay,,65,,Completed,Rerouted via Bypass Route,5402,2026-05-26,Patna HQ DC
DLV-77068,"Shillong, ML",25.5788,91.8933,495,Delivered,Breezy Weather & Steady Rain & Peak Hours Traffic Ingestion,,79,,Completed,Rerouted via Bypass Route,6814,2026-05-26,Patna HQ DC
DLV-77069,"Guwahati, AS",26.1445,91.7362,109,Delivered,Torrential Downpour & Standard Transit Delay,,107,,Completed,Rerouted via Bypass Route,3033,2026-05-26,Patna HQ DC
DLV-77070,"Bhubaneswar, OD",20.2961,85.8245,155,Delivered,Above Normal Heat (38°C) & Windy & Standard Transit Delay,,66,,Completed,Rerouted via Bypass Route,2327,2026-05-26,Patna HQ DC
DLV-77071,"Cuttack, OD",20.4625,85.883,413,Delivered,Above Normal Heat (37°C) & Windy & Standard Transit Delay,,61,,Completed,Rerouted via Bypass Route,4511,2026-05-26,Patna HQ DC
DLV-77072,"Shillong, ML",25.5788,91.8933,409,Delivered,Breezy Weather & Steady Rain & Peak Hours Traffic Ingestion,,79,,Completed,Rerouted via Bypass Route,5795,2026-05-26,Patna HQ DC
DLV-77049,"Hazaribagh, JH",23.9932,85.3622,493,Delivered,Above Normal Heat (38°C) & Windy & Standard Transit Delay,,84,,Completed,Rerouted via Bypass Route,7220,2026-05-25,Patna HQ DC
DLV-77050,"Bhagalpur, BR",25.2425,87.0135,222,Delivered,Light Drizzle & Standard Transit Delay,,90,,Completed,Rerouted via Bypass Route,4077,2026-05-25,Patna HQ DC
DLV-77051,"Jamshedpur, JH",22.8046,86.2029,284,Delivered,Light Drizzle & Standard Transit Delay,,90,,Completed,Rerouted via Bypass Route,4914,2026-05-25,Patna HQ DC
DLV-77052,"Kolkata, WB",22.5726,88.3639,331,Delivered,Above Normal Heat (35°C) & Windy & Standard Transit Delay,,60,,Completed,Rerouted via Bypass Route,3699,2026-05-25,Patna HQ DC
DLV-77053,"Dhanbad, JH",23.7957,86.4304,136,Delivered,Above Normal Heat (42°C) & Windy & Standard Transit Delay,,80,,Completed,Rerouted via Bypass Route,2592,2026-05-25,Patna HQ DC
DLV-77054,"Jamshedpur, JH",22.8046,86.2029,378,Delivered,Light Drizzle & Standard Transit Delay,,90,,Completed,Rerouted via Bypass Route,6183,2026-05-25,Patna HQ DC
DLV-77055,"Patna, BR",25.5941,85.1376,395,Delivered,Above Normal Heat (38°C) & Windy & Standard Transit Delay,,67,,Completed,Rerouted via Bypass Route,4774,2026-05-25,Patna HQ DC
DLV-77056,"Puri, OD",19.8134,85.8315,282,Delivered,Above Normal Heat (33°C) & Windy & Standard Transit Delay,,65,,Completed,Rerouted via Bypass Route,3530,2026-05-25,Patna HQ DC
DLV-77057,"Ranchi, JH",23.3441,85.3096,410,Delivered,Above Normal Heat (38°C) & Windy & Peak Hours Traffic Ingestion,,75,,Completed,Rerouted via Bypass Route,5513,2026-05-25,Patna HQ DC
DLV-77058,"Kharagpur, WB",22.3302,87.3237,321,Delivered,Steady Rain & Standard Transit Delay,,122,,Completed,Rerouted via Bypass Route,7338,2026-05-25,Patna HQ DC
DLV-77059,"Siliguri, WB",26.7271,88.3953,221,Delivered,Steady Rain & Standard Transit Delay,,67,,Completed,Rerouted via Bypass Route,3025,2026-05-25,Patna HQ DC
DLV-77060,"Kolkata, WB",22.5726,88.3639,273,Delivered,Above Normal Heat (35°C) & Windy & Standard Transit Delay,,60,,Completed,Rerouted via Bypass Route,3177,2026-05-25,Patna HQ DC
DLV-77037,"Gaya, BR",24.7914,85.0002,182,Delivered,Above Normal Heat (42°C) & Standard Transit Delay,,67,,Completed,Rerouted via Bypass Route,2633,2026-05-24,Patna HQ DC
DLV-77038,"Bhagalpur, BR",25.2425,87.0135,343,Delivered,Above Normal Heat (37°C) & Standard Transit Delay,,46,,Completed,Rerouted via Bypass Route,2919,2026-05-24,Patna HQ DC
DLV-77039,"Gaya, BR",24.7914,85.0002,118,Delivered,Above Normal Heat (42°C) & Standard Transit Delay,,67,,Completed,Rerouted via Bypass Route,1990,2026-05-24,Patna HQ DC
DLV-77040,"Asansol, WB",23.674,86.952,483,Delivered,Light Drizzle & Standard Transit Delay,,79,,Completed,Rerouted via Bypass Route,6672,2026-05-24,Patna HQ DC
DLV-77041,"Guwahati, AS",26.1445,91.7362,387,Delivered,Steady Rain & Standard Transit Delay,,64,,Completed,Rerouted via Bypass Route,4483,2026-05-24,Patna HQ DC
DLV-77042,"Siliguri, WB",26.7271,88.3953,244,Delivered,Steady Rain & Standard Transit Delay,,68,,Completed,Rerouted via Bypass Route,3305,2026-05-24,Patna HQ DC
DLV-77043,"Guwahati, AS",26.1445,91.7362,162,Delivered,Steady Rain & Standard Transit Delay,,64,,Completed,Rerouted via Bypass Route,2323,2026-05-24,Patna HQ DC
DLV-77044,"Muzaffarpur, BR",26.1209,85.3647,250,Delivered,Above Normal Heat (36°C) & Standard Transit Delay,,43,,Completed,Optimal Path Maintained,2129,2026-05-24,Patna HQ DC
DLV-77045,"Asansol, WB",23.674,86.952,190,Delivered,Light Drizzle & Standard Transit Delay,,79,,Completed,Rerouted via Bypass Route,3200,2026-05-24,Patna HQ DC
DLV-77046,"Hazaribagh, JH",23.9932,85.3622,359,Delivered,Above Normal Heat (38°C) & Windy & Standard Transit Delay,,51,,Completed,Rerouted via Bypass Route,3358,2026-05-24,Patna HQ DC
DLV-77047,"Durgapur, WB",23.5204,87.3119,303,Delivered,Steady Rain & Standard Transit Delay,,103,,Completed,Rerouted via Bypass Route,5917,2026-05-24,Patna HQ DC
DLV-77048,"Muzaffarpur, BR",26.1209,85.3647,461,Delivered,Above Normal Heat (36°C) & Standard Transit Delay,,43,,Completed,Optimal Path Maintained,3489,2026-05-24,Patna HQ DC
DLV-77025,"Hazaribagh, JH",23.9932,85.3622,496,Delivered,Above Normal Heat (38°C) & Windy & Standard Transit Delay,,57,,Completed,Rerouted via Bypass Route,4925,2026-05-23,Patna HQ DC
DLV-77026,"Jamshedpur, JH",22.8046,86.2029,207,Delivered,Light Drizzle & Standard Transit Delay,,89,,Completed,Rerouted via Bypass Route,3831,2026-05-23,Patna HQ DC
DLV-77027,"Durgapur, WB",23.5204,87.3119,173,Delivered,Light Drizzle & Standard Transit Delay,,72,,Completed,Rerouted via Bypass Route,2732,2026-05-23,Patna HQ DC
DLV-77028,"Gaya, BR",24.7914,85.0002,368,Delivered,Above Normal Heat (42°C) & Windy & Standard Transit Delay,,69,,Completed,Rerouted via Bypass Route,4637,2026-05-23,Patna HQ DC
DLV-77029,"Ranchi, JH",23.3441,85.3096,483,Delivered,Above Normal Heat (38°C) & Windy & Standard Transit Delay,,64,,Completed,Rerouted via Bypass Route,5405,2026-05-23,Patna HQ DC
